"Date","Price","Open","High","Low","Vol.","Change %"
"May 22, 2015","75.86","76.20","76.38","75.86","6.82M","-0.33%"
"May 21, 2015","76.11","75.80","76.42","75.56","6.76M","0.28%"
"May 20, 2015","75.90","76.48","76.50","75.83","10.54M","-0.69%"
"May 19, 2015","76.43","78.18","78.36","76.23","22.46M","-4.37%"
"May 18, 2015","79.92","79.37","79.94","79.16","8.30M","0.86%"
"May 15, 2015","79.24","78.71","79.25","78.57","6.62M","0.66%"
"May 14, 2015","78.72","78.37","78.77","78.02","6.17M","0.72%"
"May 13, 2015","78.16","79.18","79.43","77.98","8.42M","-1.01%"
"May 12, 2015","78.96","78.02","79.48","77.87","8.45M","1.10%"
"May 11, 2015","78.10","78.32","78.61","78.03","3.74M","-0.55%"
"May 08, 2015","78.53","78.60","79.25","78.40","5.35M","0.64%"
"May 07, 2015","78.03","77.73","78.34","77.30","5.54M","0.49%"
"May 06, 2015","77.65","77.92","78.12","77.17","5.48M","-0.61%"
"May 05, 2015","78.13","79.01","79.01","78.06","5.86M","-1.33%"
"May 04, 2015","79.18","78.98","79.55","78.46","6.67M","0.74%"
"May 01, 2015","78.60","78.20","78.76","78.17","5.00M","0.70%"
"Apr 30, 2015","78.05","77.83","78.48","77.59","8.80M","0.22%"
"Apr 29, 2015","77.88","78.70","78.78","77.79","7.11M","-1.54%"
"Apr 28, 2015","79.10","79.46","79.48","78.77","4.90M","-0.34%"
"Apr 27, 2015","79.37","79.77","79.86","79.29","6.45M","-0.59%"
"Apr 24, 2015","79.84","79.38","80.93","79.24","6.87M","0.83%"
"Apr 23, 2015","79.18","78.38","79.54","78.20","7.47M","0.96%"
"Apr 22, 2015","78.43","77.73","78.64","77.55","7.59M","0.51%"
"Apr 21, 2015","78.03","78.61","78.84","77.91","6.20M","-0.14%"
"Apr 20, 2015","78.14","78.39","78.83","78.02","8.85M","0.33%"
"Apr 17, 2015","77.88","78.94","79.15","77.55","11.82M","-1.72%"
"Apr 16, 2015","79.24","79.50","79.89","79.13","8.02M","-0.63%"
"Apr 15, 2015","79.74","80.58","80.98","79.65","6.20M","-0.51%"
"Apr 14, 2015","80.15","80.29","80.42","79.68","5.53M","-0.17%"
"Apr 13, 2015","80.29","80.40","80.92","80.27","4.70M","-0.45%"
"Apr 10, 2015","80.65","80.86","81.00","80.55","5.48M","-0.24%"
"Apr 09, 2015","80.84","80.84","81.39","80.58","3.92M","-0.23%"
"Apr 08, 2015","81.03","80.39","81.23","80.36","6.69M","0.66%"
"Apr 07, 2015","80.50","81.09","81.29","80.46","6.61M","-0.61%"
"Apr 06, 2015","80.99","80.46","81.33","80.15","6.38M","0.32%"
"Apr 02, 2015","80.73","80.73","81.31","80.55","5.80M","0.02%"
"Apr 01, 2015","80.71","82.28","82.28","80.43","8.31M","-1.87%"
"Mar 31, 2015","82.25","82.39","83.04","82.25","5.59M","-0.34%"
"Mar 30, 2015","82.53","81.70","82.80","81.43","5.70M","1.45%"
"Mar 27, 2015","81.35","81.85","82.18","81.25","5.72M","-0.66%"
"Mar 26, 2015","81.89","80.93","82.31","80.65","8.27M","0.70%"
"Mar 25, 2015","81.32","83.09","83.25","81.31","6.65M","-2.08%"
"Mar 24, 2015","83.05","83.19","83.71","82.96","5.36M","-0.31%"
"Mar 23, 2015","83.31","83.18","83.90","83.12","6.51M","0.08%"
"Mar 20, 2015","83.24","81.83","83.49","81.71","12.37M","2.11%"
"Mar 19, 2015","81.52","82.33","82.44","81.37","7.21M","-1.22%"
"Mar 18, 2015","82.53","81.98","82.96","81.16","10.25M","-0.11%"
"Mar 17, 2015","82.62","82.98","83.01","82.24","4.80M","-0.80%"
"Mar 16, 2015","83.29","82.45","83.37","82.44","6.52M","1.70%"
"Mar 13, 2015","81.90","81.95","82.25","81.29","4.76M","0.00%"
"Mar 12, 2015","81.90","80.81","82.12","80.78","5.23M","1.50%"
"Mar 11, 2015","80.69","81.82","81.97","80.54","6.16M","-1.68%"
"Mar 10, 2015","82.07","82.27","82.50","82.07","6.31M","-0.98%"
"Mar 09, 2015","82.88","82.59","83.34","82.54","4.67M","0.35%"
"Mar 06, 2015","82.59","82.81","83.10","82.38","5.73M","-1.17%"
"Mar 05, 2015","83.57","83.15","83.87","82.96","6.00M","1.20%"
"Mar 04, 2015","82.58","83.21","83.21","82.20","6.21M","-0.95%"
"Mar 03, 2015","83.37","83.66","83.82","83.17","6.46M","-0.70%"
"Mar 02, 2015","83.96","83.89","84.00","83.20","6.06M","0.04%"
"Feb 27, 2015","83.93","83.72","84.16","83.40","5.88M","0.16%"
"Feb 26, 2015","83.80","83.85","83.86","83.27","5.89M","0.28%"
"Feb 25, 2015","83.57","84.63","84.72","83.52","6.81M","-1.18%"
"Feb 24, 2015","84.57","84.52","84.82","83.92","5.20M","-0.04%"
"Feb 23, 2015","84.60","84.39","84.86","84.23","6.73M","0.36%"
"Feb 20, 2015","84.30","82.73","84.38","82.55","13.84M","0.93%"
"Feb 19, 2015","83.52","84.50","84.80","83.39","18.65M","-3.21%"
"Feb 18, 2015","86.29","85.98","86.30","85.52","6.03M","0.38%"
"Feb 17, 2015","85.96","85.43","85.97","84.97","5.09M","0.17%"
"Feb 13, 2015","85.81","85.84","86.16","85.32","5.60M","-0.09%"
"Feb 12, 2015","85.89","86.56","86.68","85.23","6.94M","-0.52%"
"Feb 11, 2015","86.34","86.63","87.12","85.92","5.85M","-1.09%"
"Feb 10, 2015","87.29","86.62","87.41","86.42","5.73M","1.61%"
"Feb 09, 2015","85.91","86.97","87.19","85.64","5.46M","-1.63%"
"Feb 06, 2015","87.33","87.26","88.00","86.78","5.62M","0.06%"
"Feb 05, 2015","87.28","87.11","87.36","86.56","5.09M","0.73%"
"Feb 04, 2015","86.65","86.11","87.03","86.00","8.93M","0.53%"
"Feb 03, 2015","86.19","85.83","86.53","85.66","8.28M","0.56%"
"Feb 02, 2015","85.71","84.79","85.87","83.93","6.93M","0.86%"
"Jan 30, 2015","84.98","86.78","87.36","84.90","10.28M","-3.12%"
"Jan 29, 2015","87.72","87.07","87.72","86.27","6.52M","1.04%"
"Jan 28, 2015","86.82","88.02","88.23","86.77","5.94M","-0.81%"
"Jan 27, 2015","87.53","88.28","88.46","87.26","6.02M","-1.24%"
"Jan 26, 2015","88.63","88.31","89.16","88.12","4.67M","0.14%"
"Jan 23, 2015","88.51","88.42","89.26","87.89","7.57M","0.24%"
"Jan 22, 2015","88.30","87.23","88.39","86.86","7.12M","1.92%"
"Jan 21, 2015","86.64","86.10","86.91","85.71","8.17M","-0.06%"
"Jan 20, 2015","86.69","86.82","87.70","85.55","7.85M","-0.09%"
"Jan 16, 2015","86.77","87.20","87.46","86.23","8.41M","-0.70%"
"Jan 15, 2015","87.38","87.00","87.78","86.70","9.41M","0.89%"
"Jan 14, 2015","86.61","87.65","88.52","86.50","11.95M","-3.02%"
"Jan 13, 2015","89.31","90.80","90.97","88.93","8.22M","-0.79%"
"Jan 12, 2015","90.02","89.36","90.31","89.22","7.37M","0.75%"
"Jan 09, 2015","89.35","90.32","90.39","89.25","8.52M","-1.24%"
"Jan 08, 2015","90.47","89.21","90.67","89.07","12.71M","2.11%"
"Jan 07, 2015","88.60","86.78","88.68","86.67","8.50M","2.65%"
"Jan 06, 2015","86.31","85.98","86.75","85.79","8.21M","0.77%"
"Jan 05, 2015","85.65","85.72","86.32","85.51","6.98M","-0.29%"
"Jan 02, 2015","85.90","86.27","86.72","85.55","4.50M","0.02%"
"Dec 31, 2014","85.88","87.08","87.44","85.86","4.15M","-1.05%"
"Dec 30, 2014","86.79","86.52","87.13","86.48","3.27M","0.17%"
"Dec 29, 2014","86.64","86.46","87.07","86.40","3.61M","-0.31%"
"Dec 26, 2014","86.91","86.18","87.14","86.01","3.25M","0.56%"
"Dec 24, 2014","86.43","86.97","87.06","86.39","2.49M","-0.27%"
"Dec 23, 2014","86.66","86.69","87.08","86.36","5.55M","0.32%"
"Dec 22, 2014","86.38","85.32","86.40","85.29","4.58M","1.43%"
"Dec 19, 2014","85.16","86.26","86.34","85.16","12.07M","-0.91%"
"Dec 18, 2014","85.94","84.80","85.95","84.28","8.65M","2.03%"
"Dec 17, 2014","84.23","83.28","84.26","82.95","6.64M","1.53%"
"Dec 16, 2014","82.96","83.62","84.76","82.94","7.44M","-1.17%"
"Dec 15, 2014","83.94","84.26","84.70","83.05","6.32M","0.16%"
"Dec 12, 2014","83.81","83.52","85.00","83.52","7.28M","-0.02%"
"Dec 11, 2014","83.83","83.20","84.50","83.16","8.03M","1.02%"
"Dec 10, 2014","82.98","83.93","84.31","82.90","6.97M","-0.69%"
"Dec 09, 2014","83.56","83.65","84.21","82.65","6.63M","-0.80%"
"Dec 08, 2014","84.23","84.15","84.67","83.85","6.27M","0.13%"
"Dec 05, 2014","84.12","84.81","84.82","83.51","6.57M","-0.76%"
"Dec 04, 2014","84.76","84.13","84.82","83.65","6.92M","-0.21%"
"Dec 03, 2014","84.94","85.95","86.00","84.68","6.37M","-1.69%"
"Dec 02, 2014","86.40","86.27","86.70","85.93","6.77M","0.21%"
"Dec 01, 2014","86.22","86.72","87.07","85.75","9.14M","-1.51%"
"Nov 28, 2014","87.54","86.18","88.09","85.90","7.82M","3.01%"
"Nov 26, 2014","84.98","84.90","85.11","84.48","3.94M","0.04%"
"Nov 25, 2014","84.95","85.50","85.51","84.39","6.68M","-0.53%"
"Nov 24, 2014","85.40","84.85","85.61","84.77","8.00M","0.89%"
"Nov 21, 2014","84.65","85.34","85.44","84.58","6.65M","0.08%"
"Nov 20, 2014","84.58","84.81","85.29","84.04","7.81M","-0.48%"
"Nov 19, 2014","84.99","83.96","85.64","83.92","12.19M","1.43%"
"Nov 18, 2014","83.79","83.50","83.92","83.34","6.10M","0.26%"
"Nov 17, 2014","83.57","82.58","83.72","82.53","7.99M","0.74%"
"Nov 14, 2014","82.96","82.58","83.15","82.10","10.64M","0.02%"
"Nov 13, 2014","82.94","80.96","83.06","80.86","22.81M","4.72%"
"Nov 12, 2014","79.20","78.83","79.44","78.65","6.79M","0.24%"
"Nov 11, 2014","79.01","79.40","79.42","78.85","5.60M","-0.54%"
"Nov 10, 2014","79.44","78.60","80.13","78.42","12.64M","0.85%"
"Nov 07, 2014","78.77","77.84","79.08","77.61","9.50M","1.23%"
"Nov 06, 2014","77.81","78.15","78.18","77.17","4.62M","0.14%"
"Nov 05, 2014","77.70","77.87","78.23","77.30","5.67M","0.57%"
"Nov 04, 2014","77.26","76.49","77.37","76.28","6.90M","1.28%"
"Nov 03, 2014","76.28","76.35","76.38","75.59","6.89M","0.01%"
"Oct 31, 2014","76.27","76.89","77.40","76.01","7.57M","-0.24%"
"Oct 30, 2014","76.45","76.17","76.60","75.98","4.87M","0.08%"
"Oct 29, 2014","76.39","76.55","76.64","75.97","5.76M","0.05%"
"Oct 28, 2014","76.35","76.63","76.80","76.00","4.98M","-0.31%"
"Oct 27, 2014","76.59","76.33","76.98","76.31","4.11M","0.27%"
"Oct 24, 2014","76.38","76.13","76.50","75.50","4.48M","0.17%"
"Oct 23, 2014","76.25","76.37","76.65","75.78","6.37M","0.29%"
"Oct 22, 2014","76.03","76.47","76.66","76.01","5.93M","0.01%"
"Oct 21, 2014","76.02","75.18","76.20","75.01","8.30M","1.17%"
"Oct 20, 2014","75.14","74.14","75.22","73.92","7.04M","1.40%"
"Oct 17, 2014","74.10","74.18","74.50","73.03","11.47M","0.38%"
"Oct 16, 2014","73.82","73.23","74.07","72.61","14.35M","-1.84%"
"Oct 15, 2014","75.20","77.58","77.69","74.36","21.06M","-3.57%"
"Oct 14, 2014","77.98","77.83","78.63","77.67","7.90M","0.54%"
"Oct 13, 2014","77.56","78.03","78.58","77.45","8.20M","-0.93%"
"Oct 10, 2014","78.29","77.93","79.37","77.93","10.08M","0.55%"
"Oct 09, 2014","77.86","78.11","78.83","77.66","7.07M","-0.49%"
"Oct 08, 2014","78.24","77.41","78.48","76.81","8.11M","1.22%"
"Oct 07, 2014","77.30","77.03","77.69","76.72","7.06M","-0.06%"
"Oct 06, 2014","77.35","77.05","77.92","76.99","5.43M","0.04%"
"Oct 03, 2014","77.32","76.57","77.48","76.53","5.82M","1.43%"
"Oct 02, 2014","76.23","76.21","76.91","75.96","4.93M","0.14%"
"Oct 01, 2014","76.12","76.51","76.86","75.91","6.52M","-0.46%"
"Sep 30, 2014","76.47","76.04","76.72","75.77","5.64M","0.51%"
"Sep 29, 2014","76.08","76.06","76.25","75.65","4.96M","-0.54%"
"Sep 26, 2014","76.49","76.25","76.57","75.86","3.75M","0.49%"
"Sep 25, 2014","76.12","76.93","77.05","76.12","4.96M","-1.25%"
"Sep 24, 2014","77.08","75.73","77.31","75.70","8.43M","1.96%"
"Sep 23, 2014","75.60","76.00","76.22","75.57","6.72M","-0.93%"
"Sep 22, 2014","76.31","76.79","76.86","76.25","4.45M","-0.69%"
"Sep 19, 2014","76.84","76.45","77.07","76.38","13.32M","0.81%"
"Sep 18, 2014","76.22","76.31","76.58","75.91","4.75M","-0.03%"
"Sep 17, 2014","76.24","76.36","76.47","76.01","4.24M","-0.10%"
"Sep 16, 2014","76.32","75.64","76.57","75.60","4.11M","0.67%"
"Sep 15, 2014","75.81","75.78","75.89","75.61","3.75M","0.05%"
"Sep 12, 2014","75.77","75.97","76.05","75.66","5.69M","-0.43%"
"Sep 11, 2014","76.10","76.35","76.44","76.09","4.99M","-0.54%"
"Sep 10, 2014","76.51","76.79","77.08","76.37","6.70M","-0.30%"
"Sep 09, 2014","76.74","76.56","77.00","76.17","5.63M","0.27%"
"Sep 08, 2014","76.53","77.13","77.32","76.43","5.95M","-1.26%"
"Sep 05, 2014","77.51","76.52","77.73","76.48","7.84M","1.24%"
"Sep 04, 2014","76.56","76.16","76.60","76.11","5.28M","0.72%"
"Sep 03, 2014","76.01","75.95","76.33","75.88","4.71M","0.34%"
"Sep 02, 2014","75.75","75.42","75.94","75.41","4.53M","0.33%"
"Aug 29, 2014","75.50","75.75","75.88","75.29","5.08M","-0.53%"
"Aug 28, 2014","75.90","75.47","75.94","75.47","2.93M","0.07%"
"Aug 27, 2014","75.85","75.51","75.86","75.44","3.20M","0.44%"
"Aug 26, 2014","75.52","75.83","76.15","75.44","4.22M","-0.22%"
"Aug 25, 2014","75.69","75.93","76.02","75.51","3.39M","-0.05%"
"Aug 22, 2014","75.73","75.78","76.20","75.64","4.14M","0.24%"
"Aug 21, 2014","75.55","75.06","75.91","75.00","5.26M","0.79%"
"Aug 20, 2014","74.96","74.83","75.05","74.51","4.90M","0.11%"
"Aug 19, 2014","74.88","74.81","74.94","74.14","5.05M","0.52%"
"Aug 18, 2014","74.49","74.15","74.68","74.05","4.02M","0.80%"
"Aug 15, 2014","73.90","74.65","74.65","73.48","6.94M","-0.66%"
"Aug 14, 2014","74.39","73.89","74.43","73.61","6.14M","0.49%"
"Aug 13, 2014","74.03","74.27","74.41","73.51","6.62M","-0.26%"
"Aug 12, 2014","74.22","74.31","74.44","74.01","3.93M","-0.19%"
"Aug 11, 2014","74.36","74.29","74.60","74.02","4.72M","-0.42%"
"Aug 08, 2014","74.67","74.06","74.73","73.85","5.00M","0.97%"
"Aug 07, 2014","73.95","74.34","74.81","73.76","7.05M","-0.34%"
"Aug 06, 2014","74.20","73.19","74.29","73.18","7.93M","1.17%"
"Aug 05, 2014","73.34","73.31","73.52","72.77","10.58M","-0.27%"
"Aug 04, 2014","73.54","73.38","73.62","73.06","5.40M","0.00%"
"Aug 01, 2014","73.54","73.32","73.88","73.22","8.22M","-0.05%"
"Jul 31, 2014","73.58","73.99","74.25","73.54","9.63M","-1.60%"
"Jul 30, 2014","74.78","75.88","75.92","74.67","9.99M","-0.87%"
"Jul 29, 2014","75.44","75.21","76.01","75.15","6.29M","-0.36%"
"Jul 28, 2014","75.71","75.43","75.93","75.36","5.51M","-0.34%"
"Jul 25, 2014","75.97","76.19","76.36","75.80","3.95M","-0.50%"
"Jul 24, 2014","76.35","76.68","76.79","76.19","7.23M","-0.83%"
"Jul 23, 2014","76.99","76.63","77.06","76.59","3.99M","0.46%"
"Jul 22, 2014","76.64","76.84","76.89","76.40","4.38M","-0.17%"
"Jul 21, 2014","76.77","76.76","76.91","76.48","3.46M","-0.42%"
"Jul 18, 2014","77.09","76.62","77.10","76.51","4.91M","0.63%"
"Jul 17, 2014","76.61","76.58","77.05","76.44","4.63M","-0.33%"
"Jul 16, 2014","76.86","76.90","77.05","76.70","3.74M","0.03%"
"Jul 15, 2014","76.84","76.56","76.93","76.56","4.69M","0.38%"
"Jul 14, 2014","76.55","77.13","77.25","76.48","4.82M","-0.35%"
"Jul 11, 2014","76.82","76.87","76.97","76.56","4.55M","-0.31%"
"Jul 10, 2014","77.06","76.91","77.57","76.91","5.37M","-0.19%"
"Jul 09, 2014","77.21","76.77","77.33","76.62","6.24M","0.73%"
"Jul 08, 2014","76.65","76.09","76.98","76.03","7.96M","0.76%"
"Jul 07, 2014","76.07","75.69","76.21","75.55","5.03M","0.42%"
"Jul 03, 2014","75.75","75.61","76.05","75.52","2.87M","0.17%"
"Jul 02, 2014","75.62","75.26","75.90","75.25","4.37M","0.45%"
"Jul 01, 2014","75.28","75.27","75.42","74.75","6.60M","0.28%"
"Jun 30, 2014","75.07","75.39","75.69","74.94","6.67M","-0.36%"
"Jun 27, 2014","75.34","74.80","75.38","74.67","13.96M","0.57%"
"Jun 26, 2014","74.91","75.52","75.61","74.70","6.92M","-0.94%"
"Jun 25, 2014","75.62","75.76","75.84","75.28","4.32M","-0.46%"
"Jun 24, 2014","75.97","76.03","76.21","75.68","5.66M","0.24%"
"Jun 23, 2014","75.79","75.56","75.94","75.30","4.28M","0.15%"
"Jun 20, 2014","75.68","76.16","76.17","75.12","11.34M","-0.25%"
"Jun 19, 2014","75.87","75.88","76.28","75.80","5.26M","0.22%"
"Jun 18, 2014","75.70","75.04","75.96","74.92","6.74M","0.95%"
"Jun 17, 2014","74.99","75.29","75.42","74.92","6.54M","-0.46%"
"Jun 16, 2014","75.34","75.11","75.48","75.02","3.85M","0.08%"
"Jun 13, 2014","75.28","75.67","75.76","75.12","4.98M","-0.59%"
"Jun 12, 2014","75.73","76.05","76.19","75.58","5.34M","-0.56%"
"Jun 11, 2014","76.16","76.55","76.74","76.05","4.46M","-0.60%"
"Jun 10, 2014","76.62","76.81","76.94","76.51","3.37M","-0.51%"
"Jun 09, 2014","77.01","77.07","77.76","76.70","5.55M","-0.26%"
"Jun 06, 2014","77.21","77.46","77.59","77.07","4.20M","-0.14%"
"Jun 05, 2014","77.32","77.05","77.44","76.87","4.70M","0.25%"
"Jun 04, 2014","77.13","76.60","77.30","76.53","6.20M","0.55%"
"Jun 03, 2014","76.71","76.74","76.97","76.36","7.21M","-0.07%"
"Jun 02, 2014","76.76","76.58","77.11","76.47","4.40M","-0.01%"
"May 30, 2014","76.77","76.06","76.81","76.01","5.97M","1.04%"
"May 29, 2014","75.98","75.67","76.19","75.57","4.00M","0.60%"
"May 28, 2014","75.53","75.38","75.94","75.34","5.04M","-0.08%"
"May 27, 2014","75.59","75.71","75.81","75.29","5.38M","-0.03%"
"May 23, 2014","75.61","75.56","75.75","75.43","3.70M","0.29%"
"May 22, 2014","75.39","75.79","75.92","75.24","5.24M","-0.36%"
"May 21, 2014","75.66","75.94","75.96","75.27","5.70M","-0.04%"
"May 20, 2014","75.69","76.36","76.37","75.52","7.44M","-1.20%"
"May 19, 2014","76.61","77.11","77.13","76.50","6.13M","-0.52%"
"May 16, 2014","77.01","77.00","77.38","76.65","7.24M","0.23%"
"May 15, 2014","76.83","76.28","77.44","76.25","13.04M","-2.43%"
"May 14, 2014","78.74","79.05","79.05","78.07","5.61M","-0.51%"
"May 13, 2014","79.14","79.17","79.37","78.99","4.36M","-0.01%"
"May 12, 2014","79.15","78.95","79.23","78.65","6.00M","-0.06%"
"May 09, 2014","79.20","78.52","79.28","78.52","4.90M","0.65%"
"May 08, 2014","78.69","78.00","78.83","78.00","4.82M","0.94%"
"May 07, 2014","77.96","77.85","78.10","77.53","6.09M","-0.06%"
"May 06, 2014","78.01","78.33","78.39","77.97","5.64M","-0.78%"
"May 05, 2014","78.62","78.86","78.95","78.50","4.59M","-0.63%"
"May 02, 2014","79.12","79.60","79.76","79.01","5.62M","-0.73%"
"May 01, 2014","79.70","79.73","79.73","79.16","5.10M","-0.01%"
"Apr 30, 2014","79.71","79.59","79.93","79.51","6.11M","0.05%"
"Apr 29, 2014","79.67","79.84","79.87","79.57","4.70M","-0.11%"
"Apr 28, 2014","79.76","78.86","79.98","78.83","9.60M","1.45%"
"Apr 25, 2014","78.62","78.31","78.78","78.02","5.40M","0.40%"
"Apr 24, 2014","78.31","78.17","78.47","77.70","4.35M","0.35%"
"Apr 23, 2014","78.04","77.82","78.28","77.57","5.81M","0.62%"
"Apr 22, 2014","77.56","77.52","77.83","77.39","6.47M","-0.05%"
"Apr 21, 2014","77.60","77.41","77.73","77.18","4.60M","-0.08%"
"Apr 17, 2014","77.66","77.08","77.75","77.08","6.96M","0.57%"
"Apr 16, 2014","77.22","77.31","77.47","77.03","5.04M","0.44%"
"Apr 15, 2014","76.88","77.03","77.31","76.44","6.93M","-0.65%"
"Apr 14, 2014","77.38","76.94","77.55","76.79","5.38M","1.15%"
"Apr 11, 2014","76.50","76.78","77.23","76.29","7.98M","-0.51%"
"Apr 10, 2014","76.89","77.95","78.14","76.65","7.60M","-1.39%"
"Apr 09, 2014","77.97","78.20","78.22","77.28","6.88M","-0.27%"
"Apr 08, 2014","78.18","77.09","78.31","76.80","7.50M","1.13%"
"Apr 07, 2014","77.31","77.23","77.72","77.09","7.68M","0.00%"
"Apr 04, 2014","77.31","77.58","77.90","77.25","6.77M","-0.19%"
"Apr 03, 2014","77.46","77.20","77.55","77.00","6.05M","0.36%"
"Apr 02, 2014","77.18","76.58","77.19","76.34","6.08M","0.53%"
"Apr 01, 2014","76.77","76.76","77.25","76.54","5.77M","0.44%"
"Mar 31, 2014","76.43","76.35","76.78","76.02","4.70M","0.55%"
"Mar 28, 2014","76.01","76.26","76.59","75.77","5.87M","-0.17%"
"Mar 27, 2014","76.14","76.38","76.82","76.04","5.60M","-0.12%"
"Mar 26, 2014","76.23","77.08","77.53","76.23","7.74M","-0.83%"
"Mar 25, 2014","76.87","76.88","77.14","76.16","7.39M","0.14%"
"Mar 24, 2014","76.76","76.21","76.80","76.11","7.28M","0.87%"
"Mar 21, 2014","76.10","75.89","77.02","75.45","17.18M","0.96%"
"Mar 20, 2014","75.38","74.02","75.68","73.86","8.64M","1.34%"
"Mar 19, 2014","74.38","74.56","75.11","74.02","5.76M","-0.52%"
"Mar 18, 2014","74.77","74.66","74.99","74.45","3.94M","0.12%"
"Mar 17, 2014","74.68","74.30","74.85","74.01","5.78M","0.54%"
"Mar 14, 2014","74.28","74.67","75.07","74.27","6.62M","-0.87%"
"Mar 13, 2014","74.93","75.71","76.18","74.91","5.82M","-0.79%"
"Mar 12, 2014","75.53","74.84","75.75","74.82","8.64M","0.81%"
"Mar 11, 2014","74.92","74.72","74.97","74.20","9.04M","0.66%"
"Mar 10, 2014","74.43","74.52","74.60","74.05","4.84M","-0.20%"
"Mar 07, 2014","74.58","74.96","74.96","74.36","5.05M","-0.40%"
"Mar 06, 2014","74.88","74.86","75.11","74.51","5.11M","0.11%"
"Mar 05, 2014","74.80","75.32","75.33","74.58","5.53M","-0.44%"
"Mar 04, 2014","75.13","74.77","75.49","74.66","7.55M","1.36%"
"Mar 03, 2014","74.12","74.49","74.67","73.83","5.35M","-0.78%"
"Feb 28, 2014","74.70","74.48","75.19","74.20","7.45M","0.19%"
"Feb 27, 2014","74.56","74.78","74.78","74.09","5.46M","-0.29%"
"Feb 26, 2014","74.78","73.94","75.10","73.79","9.03M","1.95%"
"Feb 25, 2014","73.35","73.18","73.74","73.09","9.50M","0.00%"
"Feb 24, 2014","73.35","73.24","73.81","73.14","7.33M","0.31%"
"Feb 21, 2014","73.12","73.19","73.40","72.82","8.97M","-0.54%"
"Feb 20, 2014","73.52","73.05","74.00","72.81","13.10M","-1.78%"
"Feb 19, 2014","74.85","75.01","75.32","74.41","8.15M","-0.64%"
"Feb 18, 2014","75.33","75.49","75.65","74.86","5.99M","-0.61%"
"Feb 14, 2014","75.79","75.40","75.98","75.10","4.92M","0.57%"
"Feb 13, 2014","75.36","74.68","75.49","74.56","5.28M","0.53%"
"Feb 12, 2014","74.96","74.22","75.18","74.22","5.37M","0.21%"
"Feb 11, 2014","74.80","73.90","74.85","73.67","6.71M","1.41%"
"Feb 10, 2014","73.76","73.59","73.76","72.96","6.24M","0.01%"
"Feb 07, 2014","73.75","73.05","73.80","72.50","7.32M","1.28%"
"Feb 06, 2014","72.82","72.97","73.21","72.50","7.35M","-0.07%"
"Feb 05, 2014","72.87","72.27","73.16","72.27","4.78M","0.19%"
"Feb 04, 2014","72.73","72.67","73.10","72.30","7.77M","0.10%"
"Feb 03, 2014","72.66","74.19","74.50","72.54","10.44M","-2.70%"
"Jan 31, 2014","74.68","73.92","75.19","73.64","10.67M","-0.09%"
"Jan 30, 2014","74.75","74.54","75.09","74.36","6.74M","0.88%"
"Jan 29, 2014","74.10","75.29","75.37","74.07","8.44M","-0.76%"
"Jan 28, 2014","74.67","74.26","75.40","74.10","6.04M","0.70%"
"Jan 27, 2014","74.15","74.13","74.37","73.83","9.11M","-0.36%"
"Jan 24, 2014","74.42","74.73","75.12","74.23","9.46M","-0.72%"
"Jan 23, 2014","74.96","74.84","75.12","74.47","6.02M","-0.52%"
"Jan 22, 2014","75.35","76.08","76.08","75.03","5.88M","-0.65%"
"Jan 21, 2014","75.84","76.25","76.39","74.86","9.01M","-0.46%"
"Jan 17, 2014","76.19","76.73","76.82","76.03","11.45M","-0.74%"
"Jan 16, 2014","76.76","77.39","77.47","76.35","7.21M","-1.16%"
"Jan 15, 2014","77.66","77.96","78.10","77.57","5.00M","-0.38%"
"Jan 14, 2014","77.96","77.46","78.00","77.38","4.13M","0.61%"
"Jan 13, 2014","77.49","77.60","77.97","77.24","6.18M","-0.70%"
"Jan 10, 2014","78.04","78.31","78.72","77.54","5.19M","-0.06%"
"Jan 09, 2014","78.09","78.39","78.40","77.49","5.93M","0.33%"
"Jan 08, 2014","77.83","78.50","78.51","77.60","5.97M","-0.79%"
"Jan 07, 2014","78.45","78.17","78.85","77.92","5.01M","0.31%"
"Jan 06, 2014","78.21","78.86","78.91","77.79","7.28M","-0.56%"
"Jan 03, 2014","78.65","78.81","79.13","78.52","4.96M","-0.33%"
"Jan 02, 2014","78.91","78.72","79.47","78.50","6.91M","0.28%"
"Dec 31, 2013","78.69","78.66","78.87","78.35","3.86M","0.08%"
"Dec 30, 2013","78.63","78.61","78.88","78.43","3.09M","0.20%"
"Dec 27, 2013","78.47","78.60","78.93","78.30","3.05M","0.10%"
"Dec 26, 2013","78.39","78.06","78.52","77.97","2.78M","0.49%"
"Dec 24, 2013","78.01","77.95","78.24","77.63","2.09M","0.18%"
"Dec 23, 2013","77.87","77.73","77.99","77.37","4.49M","0.57%"
"Dec 20, 2013","77.43","77.28","77.88","77.25","9.57M","0.25%"
"Dec 19, 2013","77.24","77.67","77.83","77.20","5.96M","-0.90%"
"Dec 18, 2013","77.94","77.28","77.98","76.81","10.63M","0.89%"
"Dec 17, 2013","77.25","77.74","77.89","77.22","5.77M","-0.63%"
"Dec 16, 2013","77.74","78.25","78.50","77.60","6.15M","-0.44%"
"Dec 13, 2013","78.08","78.73","78.77","77.93","4.99M","-0.54%"
"Dec 12, 2013","78.50","79.11","79.26","78.40","5.69M","-0.75%"
"Dec 11, 2013","79.09","79.10","79.72","79.05","6.00M","0.01%"
"Dec 10, 2013","79.08","79.72","79.80","79.05","6.29M","-1.09%"
